model,year,price,transmission,mileage,fuelType,tax(£),mpg,engineSize
 IX20,2017,9781,Manual,12803,Petrol,125,50.4,1.4
 IX20,2016,9338,Manual,16039,Diesel,30,64.2,1.6
 I30,2018,12892,Manual,11748,Petrol,145,52.3,1.4
 I10,2017,7603,Manual,29488,Petrol,145,60.1,1.0
 IX20,2017,10247,Manual,4817,Petrol,125,50.4,1.4
 Santa Fe,2013,15739,Semi-Auto,25976,Diesel,260,41.5,2.2
 I10,2014,6441,Manual,23346,Petrol,30,57.6,1.2
 Tucson,2018,17490,Semi-Auto,13133,Petrol,145,36.2,1.6
 Ioniq,2018,17990,Semi-Auto,12050,Hybrid,135,78.5,1.6
 I10,2018,12499,Semi-Auto,8056,Petrol,145,47.9,1.2
 I10,2018,8250,Manual,9843,Petrol,145,60.1,1.0
 Kona,2019,22990,Semi-Auto,1527,Petrol,150,34.0,1.6
 IX20,2015,9990,Automatic,21900,Petrol,165,43.5,1.6
 I20,2017,9990,Manual,24042,Petrol,30,55.4,1.2
 I20,2015,11290,Automatic,18784,Petrol,165,42.2,1.4
 I20,2019,11680,Manual,3084,Petrol,150,47.9,1.0
 Tucson,2017,14924,Semi-Auto,27080,Diesel,125,57.6,1.7
 Tucson,2017,13740,Manual,25972,Diesel,30,61.7,1.7
 Tucson,2017,12355,Manual,25948,Petrol,160,44.8,1.6
 Tucson,2018,14690,Manual,15759,Petrol,145,44.8,1.6
 Tucson,2019,17096,Manual,2684,Petrol,145,34.9,1.6
 Tucson,2017,13539,Manual,16190,Petrol,160,44.8,1.6
 Tucson,2016,12990,Manual,21159,Diesel,30,61.7,1.7
 Tucson,2017,13490,Manual,12380,Petrol,150,44.8,1.6
 Tucson,2018,15229,Manual,17267,Petrol,150,34.9,1.6
 I10,2018,9297,Semi-Auto,17356,Petrol,150,47.9,1.2
 Tucson,2017,16457,Semi-Auto,27911,Diesel,125,57.6,1.7
 Santa Fe,2016,18797,Semi-Auto,26317,Diesel,240,42.8,2.2
 Tucson,2017,15299,Semi-Auto,21700,Diesel,150,57.6,1.7
 I800,2019,18985,Manual,4266,Diesel,145,31.7,2.5
 Tucson,2018,18599,Semi-Auto,5728,Petrol,145,36.2,1.6
 I10,2018,7985,Manual,15682,Petrol,145,57.7,1.2
 I20,2015,7361,Manual,25730,Diesel,20,68.9,1.4
 Tucson,2019,17571,Manual,3737,Petrol,145,34.9,1.6
 Tucson,2017,13871,Manual,13206,Petrol,160,44.8,1.6
 Tucson,2017,13894,Manual,10172,Petrol,160,44.8,1.6
 Tucson,2017,13745,Manual,25895,Diesel,30,61.7,1.7
 Kona,2019,17622,Manual,3624,Petrol,145,44.1,1.0
 Tucson,2017,15728,Semi-Auto,14937,Diesel,125,57.6,1.7
 Ioniq,2019,16786,Automatic,11848,Hybrid,135,78.5,1.6
 Ioniq,2019,17560,Automatic,4581,Hybrid,135,78.5,1.6
 Ioniq,2018,14811,Automatic,27318,Hybrid,135,78.5,1.6
 IX20,2017,9628,Automatic,27918,Petrol,145,43.5,1.6
 Ioniq,2018,15544,Automatic,37101,Hybrid,135,78.5,1.6
 I20,2018,10362,Automatic,30424,Petrol,145,45.6,1.4
 Tucson,2017,13790,Manual,25198,Diesel,150,61.7,1.7
 I20,2018,10990,Manual,8701,Petrol,150,47.9,1.0
 I10,2018,7690,Manual,10819,Petrol,150,60.1,1.0
 Tucson,2017,14590,Manual,30085,Diesel,150,61.4,1.7
 I30,2016,9250,Semi-Auto,27000,Diesel,20,72.4,1.6
 Tucson,2017,13666,Manual,18465,Diesel,30,61.7,1.7
 Tucson,2017,13771,Manual,5877,Diesel,30,61.7,1.7
 Tucson,2018,13752,Manual,29000,Petrol,145,34.9,1.6
 Tucson,2016,13182,Manual,27283,Diesel,30,61.7,1.7
 Tucson,2017,15258,Semi-Auto,8526,Diesel,145,57.6,1.7
 Tucson,2017,15127,Semi-Auto,11353,Diesel,145,57.6,1.7
 I20,2018,8463,Manual,21199,Petrol,145,58.9,1.2
 Tucson,2019,18967,Semi-Auto,10120,Petrol,145,36.2,1.6
 I20,2019,11340,Manual,3686,Petrol,150,46.3,1.2
 I10,2019,8590,Manual,3103,Petrol,150,60.1,1.0
 Tucson,2018,17390,Manual,13421,Diesel,150,48.7,1.6
 Ioniq,2018,17700,Automatic,11333,Hybrid,135,78.5,1.6
 Tucson,2017,13100,Manual,23855,Diesel,30,61.7,1.7
 I10,2018,10100,Semi-Auto,667,Petrol,145,47.9,1.2
 Tucson,2017,12300,Manual,49691,Diesel,30,61.7,1.7
 I20,2016,7490,Manual,34000,Petrol,30,55.4,1.2
 IX35,2014,7599,Manual,70352,Diesel,150,53.3,1.7
 I10,2017,6990,Manual,22305,Petrol,150,60.1,1.0
 Tucson,2019,15692,Manual,15623,Petrol,150,35.3,1.6
 Tucson,2017,18799,Automatic,21477,Diesel,145,47.1,2.0
 I800,2016,12000,Automatic,55088,Diesel,330,33.6,2.5
 I20,2017,8591,Manual,18600,Petrol,145,58.9,1.2
 Kona,2018,18995,Semi-Auto,7769,Petrol,145,42.2,1.6
 Tucson,2019,16922,Manual,4292,Petrol,145,34.9,1.6
 I20,2019,15702,Automatic,835,Petrol,145,49.6,1.0
 Tucson,2019,19642,Semi-Auto,2837,Petrol,145,36.2,1.6
 Tucson,2016,8988,Manual,87146,Petrol,160,44.8,1.6
 Tucson,2017,15236,Semi-Auto,19651,Diesel,125,57.6,1.7
 Tucson,2018,14853,Manual,21505,Diesel,145,61.7,1.7
 Kona,2017,12823,Manual,26301,Petrol,145,52.3,1.0
 Santa Fe,2019,33992,Semi-Auto,7130,Diesel,145,39.2,2.2
 Tucson,2019,15692,Manual,15299,Petrol,150,35.3,1.6
 I20,2019,9962,Manual,15344,Petrol,150,46.3,1.2
 I10,2015,5690,Manual,25731,Petrol,20,60.1,1.0
 Tucson,2018,15990,Manual,10117,Petrol,150,34.9,1.6
 Ioniq,2017,16491,Automatic,20257,Hybrid,140,78.5,1.6
 I30,2018,12891,Manual,3789,Petrol,150,45.6,1.0
 I10,2017,5992,Manual,26921,Petrol,145,60.1,1.0
 Tucson,2017,12990,Manual,36000,Diesel,150,61.7,1.7
 I10,2016,6990,Manual,6539,Petrol,20,60.1,1.0
 Ioniq,2017,17149,Automatic,10329,Hybrid,135,78.5,1.6
 Tucson,2020,24999,Semi-Auto,1475,Petrol,145,36.2,1.6
 I10,2017,6991,Manual,22012,Petrol,20,60.1,1.0
 IX20,2016,9191,Manual,14600,Petrol,125,50.4,1.4
 Ioniq,2020,20999,Automatic,8000,Hybrid,140,62.8,1.6
 Santa Fe,2018,30699,Semi-Auto,10958,Diesel,145,39.2,2.2
 Tucson,2017,17999,Semi-Auto,23986,Diesel,125,57.6,1.7
 Ioniq,2019,16699,Automatic,3827,Hybrid,135,78.5,1.6
 Tucson,2017,17399,Semi-Auto,30345,Diesel,125,57.6,1.7
 Santa Fe,2019,33999,Semi-Auto,6697,Diesel,145,39.2,2.2
 I30,2019,14699,Manual,16673,Diesel,145,60.1,1.6
 I10,2019,8649,Manual,8483,Petrol,145,60.1,1.0
 I20,2019,9699,Manual,14051,Petrol,145,46.3,1.2
 Kona,2019,15292,Manual,11088,Petrol,150,44.1,1.0
 Tucson,2019,15792,Manual,13725,Petrol,150,35.3,1.6
 I30,2018,12190,Semi-Auto,30709,Petrol,150,51.4,1.4
 I30,2018,12790,Semi-Auto,28851,Petrol,150,51.4,1.4
 I10,2017,10591,Semi-Auto,14097,Petrol,150,47.9,1.2
 Santa Fe,2015,18992,Semi-Auto,11673,Diesel,265,41.5,2.2
 I10,2015,6090,Manual,11166,Petrol,30,57.6,1.2
 I20,2016,7900,Manual,29981,Petrol,30,58.9,1.2
 Tucson,2018,14499,Manual,20455,Petrol,150,44.8,1.6
 I10,2017,6790,Manual,30946,Petrol,150,57.7,1.2
 Tucson,2016,13500,Manual,18504,Diesel,30,61.7,1.7
 Tucson,2018,15300,Manual,7669,Petrol,150,35.3,1.6
 IX20,2016,7695,Manual,18146,Petrol,125,50.4,1.4
 IX20,2017,9995,Automatic,19500,Petrol,160,43.5,1.6
 I10,2017,6695,Manual,43638,Petrol,150,57.7,1.2
 Kona,2018,15295,Manual,5104,Petrol,145,44.1,1.0
 Santa Fe,2019,31269,Automatic,9970,Diesel,145,39.2,2.2
 Kona,2019,13799,Manual,8155,Petrol,145,44.1,1.0
 Kona,2019,14195,Manual,2779,Petrol,145,44.1,1.0
 Santa Fe,2019,33999,Semi-Auto,2847,Diesel,145,39.2,2.2
 IX20,2017,8899,Manual,22880,Petrol,145,50.4,1.4
 Santa Fe,2019,33999,Semi-Auto,3735,Diesel,145,39.2,2.2
 Tucson,2017,16499,Manual,15506,Petrol,145,38.7,1.6
 Kona,2019,13799,Manual,7925,Petrol,145,44.1,1.0
 I10,2019,9995,Manual,10000,Petrol,145,57.6,1.2
 IX35,2014,6890,Manual,94870,Diesel,145,53.3,1.7
 I30,2014,7420,Automatic,43057,Diesel,160,51.4,1.6
 I30,2014,6925,Manual,46845,Diesel,0,74.3,1.6
 I10,2018,8795,Manual,7374,Petrol,145,57.7,1.2
 Tucson,2017,14995,Manual,35791,Diesel,145,54.3,2.0
 Tucson,2018,17695,Semi-Auto,17952,Petrol,150,36.2,1.6
 I10,2020,12795,Manual,822,Petrol,145,53.3,1.0
 Kona,2020,22495,Automatic,2064,Hybrid,135,52.3,1.6
 Ioniq,2020,20995,Automatic,1669,Hybrid,135,62.8,1.6
 Santa Fe,2019,32495,Semi-Auto,2880,Diesel,145,39.8,2.2
 Tucson,2019,18195,Semi-Auto,17470,Petrol,145,36.2,1.6
 Tucson,2019,18245,Semi-Auto,16923,Petrol,145,36.2,1.6
 Kona,2019,13995,Manual,15507,Petrol,150,44.1,1.0
 I20,2018,9995,Automatic,30239,Petrol,150,45.6,1.4
 Kona,2019,13995,Manual,13192,Petrol,150,44.1,1.0
 I20,2017,9995,Automatic,29592,Petrol,150,45.6,1.4
 I10,2017,7495,Manual,8438,Petrol,150,60.1,1.0
 Tucson,2017,15295,Semi-Auto,19942,Diesel,125,57.6,1.7
 Tucson,2019,17995,Manual,5812,Petrol,150,34.9,1.6
 Tucson,2016,12495,Manual,29293,Diesel,30,61.7,1.7
 Santa Fe,2017,21499,Semi-Auto,28847,Diesel,240,42.8,2.2
 I20,2019,10699,Manual,7015,Petrol,150,46.3,1.2
 Tucson,2018,15190,Manual,8557,Petrol,145,44.8,1.6
 Tucson,2017,15790,Semi-Auto,7497,Diesel,145,57.6,1.7
 I800,2016,14300,Automatic,51446,Diesel,325,33.6,2.5
 I40,2016,9500,Semi-Auto,59335,Diesel,125,56.5,1.7
 I10,2019,8645,Manual,8607,Petrol,145,60.1,1.0
 Tucson,2019,18595,Semi-Auto,12328,Petrol,145,36.2,1.6
 Tucson,2019,18395,Semi-Auto,15487,Petrol,145,36.2,1.6
 Tucson,2019,16495,Manual,10736,Petrol,145,34.9,1.6
 I10,2018,9795,Semi-Auto,32449,Petrol,145,47.9,1.2
 Tucson,2019,20995,Manual,6549,Petrol,145,34.9,1.6
 I20,2018,8645,Manual,9888,Petrol,145,55.4,1.2
 I10,2017,7499,Manual,17677,Petrol,150,57.7,1.2
 I20,2019,11149,Manual,10876,Petrol,150,46.3,1.2
 Tucson,2019,25499,Semi-Auto,4899,Petrol,145,35.8,1.6
 Tucson,2019,22499,Semi-Auto,20430,Petrol,150,35.8,1.6
 Tucson,2018,14949,Manual,8225,Petrol,150,44.8,1.6
 IX20,2017,10399,Automatic,17736,Petrol,150,43.5,1.6
 Tucson,2018,17999,Semi-Auto,13554,Petrol,150,36.2,1.6
 Tucson,2019,17449,Manual,3774,Petrol,150,34.9,1.6
 I10,2018,10399,Manual,3796,Petrol,150,57.6,1.2
 Kona,2019,13591,Manual,15575,Petrol,145,44.1,1.0
 Ioniq,2019,19538,Automatic,7603,Hybrid,135,78.5,1.6
 Santa Fe,2016,17390,Manual,10200,Diesel,200,46.3,2.2
 I10,2018,8591,Manual,7057,Petrol,145,57.7,1.2
 Tucson,2018,12790,Manual,11580,Petrol,145,44.8,1.6
 IX20,2017,9499,Manual,22880,Petrol,145,50.4,1.4
 I20,2019,11499,Manual,3609,Petrol,145,46.3,1.2
 I30,2018,12549,Manual,8676,Petrol,145,45.6,1.0
 Tucson,2019,22591,Semi-Auto,3500,Diesel,145,47.1,1.6
 Santa Fe,2019,33791,Semi-Auto,5117,Diesel,145,39.2,2.2
 Ioniq,2019,18695,Automatic,8300,Hybrid,135,78.5,1.6
 Ioniq,2017,17749,Automatic,7955,Hybrid,135,78.5,1.6
 Kona,2019,21495,Semi-Auto,1026,Petrol,145,37.7,1.6
 I10,2017,7249,Manual,28500,Petrol,150,60.1,1.0
 I30,2020,17999,Manual,6000,Diesel,150,60.1,1.6
 Tucson,2020,24749,Semi-Auto,6000,Petrol,150,36.2,1.6
 I30,2020,25999,Manual,6000,Petrol,150,34.0,2.0
 I10,2020,13949,Semi-Auto,6000,Petrol,150,52.3,1.2
 I20,2020,13749,Manual,6000,Petrol,150,46.3,1.2
 I800,2019,18499,Manual,15997,Diesel,150,31.7,2.5
 I10,2019,8549,Manual,8483,Petrol,145,60.1,1.0
 I10,2019,8549,Manual,8084,Petrol,145,60.1,1.0
 Kona,2018,13649,Manual,10761,Petrol,145,44.1,1.0
 I30,2019,14999,Manual,16673,Diesel,145,60.1,1.6
 Tucson,2018,14999,Manual,15450,Petrol,150,35.3,1.6
 I10,2019,10349,Semi-Auto,16605,Petrol,150,47.9,1.2
 Ioniq,2019,21999,Automatic,9767,Hybrid,140,78.5,1.6
 Ioniq,2019,18695,Automatic,8021,Hybrid,135,78.5,1.6
 Ioniq,2019,18695,Automatic,8245,Hybrid,135,78.5,1.6
 Santa Fe,2018,20749,Manual,17452,Diesel,145,47.1,2.2
 Tucson,2018,15549,Manual,9056,Diesel,145,61.7,1.7
 Kona,2019,13849,Manual,10384,Petrol,145,44.1,1.0
 Ioniq,2017,15999,Automatic,23700,Hybrid,135,78.5,1.6
 Tucson,2017,16729,Semi-Auto,24163,Diesel,125,57.6,1.7
 I20,2017,7749,Manual,17772,Petrol,150,55.4,1.2
 Santa Fe,2020,36999,Semi-Auto,6000,Diesel,150,39.2,2.2
 Tucson,2018,15992,Manual,7390,Petrol,145,34.9,1.6
 I10,2019,10495,Semi-Auto,7077,Petrol,145,47.9,1.2
 I800,2019,18499,Manual,13312,Diesel,150,31.7,2.5
 Kona,2018,13799,Manual,8361,Petrol,145,44.1,1.0
 Tucson,2019,17749,Manual,19450,Diesel,145,48.7,1.6
 I20,2018,10499,Manual,23607,Petrol,145,62.8,1.0
 Santa Fe,2017,21849,Semi-Auto,26385,Diesel,235,42.8,2.2
 Tucson,2017,14799,Manual,36303,Diesel,30,61.4,1.7
 Tucson,2017,14749,Manual,18777,Diesel,145,61.7,1.7
 I10,2018,7849,Manual,12653,Petrol,145,57.7,1.2
 Kona,2020,15499,Manual,6000,Petrol,150,44.1,1.0
 Tucson,2019,26995,Manual,10,Hybrid,145,47.9,1.6
 Kona,2019,22995,Semi-Auto,10,Petrol,145,37.7,1.6
 I10,2018,9495,Semi-Auto,8392,Petrol,145,47.9,1.2
 I10,2019,9995,Semi-Auto,8205,Petrol,150,47.9,1.2
 Ioniq,2019,19981,Automatic,9950,Hybrid,135,78.5,1.6
 Ioniq,2019,18695,Automatic,17378,Hybrid,135,78.5,1.6
 Ioniq,2019,18695,Automatic,17212,Hybrid,135,78.5,1.6
 Ioniq,2019,18695,Automatic,2760,Hybrid,135,78.5,1.6
 Ioniq,2019,18695,Automatic,9562,Hybrid,135,78.5,1.6
 Tucson,2017,13949,Manual,29572,Diesel,125,58.9,2.0
 Ioniq,2017,14999,Automatic,28836,Hybrid,0,78.5,1.6
 Ioniq,2019,19999,Automatic,8732,Hybrid,135,62.8,1.6
 Santa Fe,2019,33949,Semi-Auto,6982,Diesel,145,39.2,2.2
 I20,2020,13999,Manual,6000,Petrol,150,47.9,1.0
 Tucson,2020,28499,Semi-Auto,8000,Hybrid,150,50.4,1.6
 I30,2018,10349,Manual,12098,Petrol,150,57.7,1.0
 Tucson,2018,14499,Manual,20455,Petrol,150,44.8,1.6
 IX35,2014,10499,Manual,27410,Diesel,165,51.4,2.0
 I30,2018,10349,Manual,13164,Petrol,150,57.7,1.0
 I20,2017,8493,Automatic,46443,Petrol,145,45.6,1.4
 Tucson,2019,21452,Semi-Auto,4371,Diesel,145,47.1,1.6
 Ioniq,2017,14403,Automatic,17391,Hybrid,135,78.5,1.6
 Tucson,2018,14938,Manual,8681,Petrol,145,44.8,1.6
 Tucson,2018,16672,Semi-Auto,31792,Petrol,145,39.8,1.6
 I10,2016,7997,Manual,10500,Petrol,30,57.6,1.2
 Ioniq,2016,13685,Automatic,13695,Hybrid,0,78.5,1.6
 Santa Fe,2018,18495,Manual,27410,Diesel,145,47.1,2.2
 Tucson,2019,18395,Semi-Auto,10610,Petrol,145,36.2,1.6
 Kona,2019,14995,Manual,13240,Petrol,145,44.1,1.0
 Santa Fe,2019,31995,Semi-Auto,130,Diesel,145,42.8,2.2
 Kona,2019,22995,Semi-Auto,10,Petrol,145,37.7,1.6
 Tucson,2019,17695,Manual,7330,Petrol,145,34.9,1.6
 Kona,2019,18695,Semi-Auto,21750,Petrol,145,34.0,1.6
 Kona,2019,19995,Semi-Auto,10,Petrol,145,37.7,1.6
 Tucson,2019,16995,Manual,1430,Petrol,150,34.9,1.6
 I30,2016,7995,Manual,28290,Petrol,145,48.7,1.4
 Tucson,2017,12995,Manual,35160,Diesel,30,61.7,1.7
 Kona,2019,13599,Manual,12273,Petrol,145,44.1,1.0
 I10,2017,9624,Semi-Auto,8154,Petrol,145,47.9,1.2
 I30,2014,7924,Automatic,33080,Diesel,160,51.4,1.6
 Tucson,2018,17750,Semi-Auto,8300,Petrol,150,39.8,1.6
 I800,2018,16299,Manual,33887,Diesel,145,31.7,2.5
 Santa Fe,2019,33999,Semi-Auto,6697,Diesel,150,39.2,2.2
 Kona,2019,15695,Manual,6380,Petrol,145,44.1,1.0
 Kona,2019,14995,Manual,12560,Petrol,145,44.1,1.0
 Ioniq,2019,21995,Automatic,10200,Hybrid,135,78.5,1.6
 I30,2019,19495,Manual,350,Petrol,145,42.2,1.4
 I30,2019,20495,Semi-Auto,350,Petrol,145,46.3,1.4
 Tucson,2019,23695,Manual,90,Petrol,145,34.9,1.6
 I10,2017,6795,Manual,16739,Petrol,20,60.1,1.0
 Tucson,2017,16995,Manual,21431,Diesel,145,58.9,2.0
 I20,2016,7300,Manual,34826,Petrol,30,58.9,1.2
 Tucson,2018,16490,Manual,67250,Petrol,150,34.9,1.6
 Santa Fe,2016,20681,Semi-Auto,19201,Diesel,240,42.8,2.2
 I10,2018,8491,Manual,8702,Petrol,150,60.1,1.0
 I20,2016,7691,Manual,24377,Petrol,30,55.4,1.2
 I30,2014,9691,Automatic,29064,Diesel,165,51.4,1.6
 Ioniq,2019,19899,Automatic,15439,Hybrid,135,62.8,1.6
 Santa Fe,2019,32149,Semi-Auto,10000,Diesel,145,39.2,2.2
 Tucson,2017,15849,Manual,24662,Diesel,145,61.4,1.7
 Kona,2019,19995,Semi-Auto,25,Petrol,145,37.7,1.6
 Tucson,2019,17995,Manual,25,Petrol,145,34.9,1.6
 Tucson,2017,12495,Manual,34750,Diesel,145,61.7,1.7
 I20,2014,6000,Manual,22998,Petrol,30,57.6,1.2
 Kona,2019,14969,Manual,12211,Petrol,145,44.1,1.0
 I10,2018,9495,Semi-Auto,7957,Petrol,145,47.9,1.2
 I10,2019,10495,Semi-Auto,6082,Petrol,145,47.9,1.2
 I10,2017,7656,Manual,24108,Petrol,145,57.7,1.2
 I30,2017,10995,Manual,16030,Petrol,145,56.5,1.0
 Tucson,2018,18295,Manual,10300,Diesel,145,48.7,1.6
 I20,2018,12750,Semi-Auto,816,Petrol,150,49.6,1.0
 IX35,2012,7499,Manual,28446,Petrol,200,41.5,1.6
 I10,2012,2995,Manual,50800,Petrol,20,61.4,1.2
 I10,2013,3750,Manual,46000,Petrol,20,61.4,1.2
 IX35,2013,7996,Manual,51400,Diesel,145,53.3,1.7
 I40,2015,5500,Manual,101500,Diesel,20,67.3,1.7
 I10,2010,2500,Manual,65555,Petrol,30,57.6,1.2
 I20,2014,4995,Manual,30750,Petrol,30,57.6,1.2
 I30,2013,4495,Manual,88000,Diesel,0,76.3,1.6
 I10,2014,5495,Manual,38751,Petrol,20,60.1,1.0
 Kona,2019,20995,Semi-Auto,3750,Petrol,145,37.7,1.6
 IX20,2017,10295,Automatic,9320,Petrol,145,43.5,1.6
 Ioniq,2018,16495,Automatic,8110,Hybrid,135,78.5,1.6
 Tucson,2019,18695,Semi-Auto,7596,Petrol,150,36.2,1.6
 I10,2017,7795,Manual,6650,Petrol,150,60.1,1.0
 Kona,2019,19995,Semi-Auto,30,Petrol,145,37.7,1.6
 Ioniq,2020,20950,Semi-Auto,400,Hybrid,140,62.8,1.6
 I10,2010,1990,Manual,85640,Petrol,30,56.5,1.2
 I30,2010,3495,Manual,44670,Petrol,150,46.3,1.4
 I40,2015,8495,Manual,22000,Diesel,20,67.3,1.7
 I20,2010,3695,Manual,35000,Petrol,125,54.3,1.2
 I10,2014,4495,Manual,47000,Petrol,20,60.1,1.0
 Tucson,2008,2950,Manual,83000,Diesel,300,39.8,2.0
 I30,2009,2000,Manual,94000,Petrol,160,46.3,1.4
 I20,2014,5499,Manual,22614,Petrol,30,57.6,1.2
 IX35,2014,8999,Manual,36189,Diesel,150,53.3,1.7
 Tucson,2017,13995,Manual,16030,Diesel,30,61.7,1.7
 Tucson,2019,18995,Manual,90,Petrol,145,34.9,1.6
 Santa Fe,2019,32995,Semi-Auto,30,Diesel,145,40.9,2.2
 I30,2019,23995,Manual,30,Petrol,145,34.0,2.0
 Santa Fe,2019,32995,Semi-Auto,30,Diesel,145,40.9,2.2
 Tucson,2019,15995,Manual,13060,Petrol,145,34.9,1.6
 Kona,2019,14995,Manual,14880,Petrol,145,44.1,1.0
 Tucson,2019,16195,Manual,4270,Petrol,145,34.9,1.6
 I10,2011,1999,Manual,92000,Petrol,20,61.4,1.2
 Tucson,2017,12490,Manual,45579,Diesel,30,61.7,1.7
 I30,2016,7750,Automatic,61034,Diesel,20,72.4,1.6
 I10,2017,6650,Manual,28965,Petrol,145,57.7,1.2
 IX20,2015,7000,Manual,19705,Petrol,125,50.4,1.4
 I30,2018,14000,Manual,8265,Petrol,145,52.3,1.4
 I20,2018,10000,Manual,11629,Petrol,145,55.4,1.2
 Tucson,2019,14600,Manual,18432,Petrol,145,34.9,1.6
 Ioniq,2018,15000,Automatic,13727,Hybrid,135,78.5,1.6
 I40,2015,8750,Manual,62106,Diesel,125,60.1,1.7
 Tucson,2017,13600,Manual,23805,Petrol,145,44.8,1.6
 Kona,2018,13300,Manual,13439,Petrol,145,52.3,1.0
 Tucson,2018,13000,Manual,37079,Petrol,145,44.8,0.0
 I10,2016,6300,Manual,17272,Petrol,20,61.4,0.0
 I10,2016,7000,Manual,12938,Petrol,20,61.4,1.0
 I10,2013,5000,Manual,28520,Petrol,20,61.4,0.0
 I10,2017,92000,Automatic,35460,Petrol,150,47.9,1.2
 I20,2019,10795,Manual,5000,Petrol,145,46.3,1.2
 Tucson,2017,13795,Manual,10128,Diesel,30,61.7,1.7
 Santa Fe,2016,17450,Manual,21972,Diesel,200,47.1,2.2
 IX35,2014,7995,Manual,50993,Diesel,150,53.3,2.2
 I10,2018,7658,Manual,13365,Petrol,145,60.1,1.0
 I10,2017,8295,Manual,11000,Petrol,30,57.7,1.2
 IX20,2016,8990,Automatic,39016,Petrol,160,43.5,1.6
 I30,2017,9995,Semi-Auto,39621,Petrol,145,51.4,1.4
 I30,2013,7990,Automatic,44538,Diesel,160,50.4,1.6
 I10,2014,4995,Manual,50603,Petrol,20,60.1,1.0
 Tucson,2016,11490,Manual,28000,Diesel,30,61.7,1.7
 Santa Fe,2014,14500,Manual,55000,Diesel,200,46.3,2.2
 I30,2016,8650,Manual,20000,Diesel,0,78.4,1.6
 Tucson,2017,12395,Manual,17000,Petrol,150,44.8,1.6
 I30,2015,8495,Manual,27584,Diesel,0,78.4,1.6
 I30,2016,8900,Manual,17000,Diesel,0,78.4,1.6
 I30,2016,8250,Manual,30000,Diesel,0,78.4,1.6
 Tucson,2015,11950,Manual,57000,Diesel,30,61.7,1.7
 I10,2018,8095,Manual,8878,Petrol,145,60.1,1.0
 I10,2018,7500,Manual,9458,Petrol,145,60.1,1.0
 Tucson,2015,13000,Manual,7900,Diesel,30,61.7,1.7
 I10,2017,7000,Manual,27191,Petrol,20,60.1,1.0
 I30,2015,8495,Manual,22992,Diesel,0,78.4,1.6
 IX20,2017,9995,Automatic,11058,Petrol,160,43.5,1.6
 Tucson,2016,15199,Automatic,10682,Diesel,125,57.6,1.7
 IX35,2014,9139,Manual,37095,Diesel,145,53.3,1.7
 IX35,2015,12500,Automatic,24128,Diesel,260,41.5,2.0
 I20,2017,7775,Manual,29018,Petrol,30,55.4,1.2
 I30,2016,11275,Manual,38594,Diesel,0,78.4,1.6
 Tucson,2016,11995,Manual,28323,Diesel,30,61.7,1.7
 Tucson,2016,11799,Manual,52039,Diesel,30,61.7,1.7
 Tucson,2018,15249,Manual,9755,Petrol,145,44.8,1.6
 Tucson,2015,12490,Automatic,75000,Diesel,200,46.3,2.0
 Tucson,2016,11990,Manual,42000,Diesel,30,61.7,1.7
 Tucson,2018,13990,Manual,19000,Petrol,145,34.9,1.6
 IX35,2015,8490,Manual,39000,Diesel,145,54.3,1.7
 Tucson,2016,9990,Manual,80000,Diesel,30,61.7,1.7
 I10,2019,8600,Manual,3821,Petrol,145,60.1,1.0
 Tucson,2016,11500,Manual,52455,Diesel,30,61.7,0.0
 I30,2015,6500,Manual,41000,Diesel,0,78.4,1.6
 I30,2016,9300,Manual,26834,Diesel,0,78.4,1.6
 I800,2017,13500,Automatic,41469,Diesel,145,33.6,2.5
 I800,2018,15500,Manual,31312,Diesel,145,31.7,0.0
 I10,2015,6200,Manual,25559,Petrol,30,57.6,1.2
 I10,2015,5300,Manual,47660,Petrol,20,60.1,0.0
 I10,2019,9400,Manual,4419,Petrol,145,60.1,0.0
 Ioniq,2018,14500,Automatic,28526,Hybrid,135,78.5,1.6
 I10,2019,8491,Manual,5650,Petrol,145,60.1,1.0
 I20,2018,9488,Manual,13951,Petrol,145,46.3,1.2
 Tucson,2016,12799,Manual,27517,Diesel,30,61.7,1.7
 I10,2015,6000,Manual,25705,Petrol,20,60.1,1.0
 I30,2015,8375,Automatic,12939,Petrol,200,41.5,1.6
 Tucson,2015,11999,Manual,38973,Diesel,125,58.9,2.0
 I10,2017,7585,Manual,9273,Petrol,145,60.1,1.0
 Santa Fe,2016,17733,Automatic,23656,Diesel,235,42.8,2.2
 I40,2018,14682,Manual,33195,Diesel,145,65.7,1.7
 I30,2015,7275,Manual,39233,Diesel,0,78.4,1.6
 I40,2015,7952,Automatic,62143,Diesel,200,47.1,1.7
 I10,2013,4589,Manual,33145,Petrol,20,61.4,1.2
 I30,2014,7174,Manual,38703,Diesel,0,76.3,1.6
 I10,2010,3695,Manual,41000,Petrol,30,57.6,1.2
 Accent,2000,1295,Automatic,47000,Petrol,150,38.7,1.3
 I20,2015,7433,Manual,26846,Petrol,125,51.4,1.4
 Terracan,2005,2895,Manual,130000,Diesel,325,32.8,2.9
 Getz,2007,1995,Manual,57000,Petrol,125,51.4,1.1
 IX20,2011,6995,Automatic,38000,Petrol,200,43.6,1.6
 Getz,2003,2395,Automatic,59000,Petrol,260,37.2,1.3
 IX20,2015,7495,Automatic,43000,Petrol,205,43.6,1.6
 I20,2014,5950,Manual,43911,Petrol,30,57.6,1.2
